Extracurricular Activities,Previous Scores,Hours Studied,Sleep Hours,Sample Question Papers Practiced,Performance Index
Yes,86,8,6,0,79
Yes,49,6,5,1,35
No,44,6,8,4,33
No,91,1,8,1,65
No,87,4,8,0,69
Yes,92,1,6,9,66
No,65,4,5,2,45
No,61,2,9,0,37
Yes,83,5,8,9,71
No,62,9,6,7,59
Yes,52,3,4,7,32
No,48,8,7,7,40
Yes,88,3,5,6,73
Yes,59,6,6,6,48
Yes,67,4,7,1,52
No,83,8,7,8,79
No,96,6,6,6,85
No,76,8,9,4,72
No,63,1,9,3,39
Yes,83,6,6,7,72
No,72,1,6,4,51
No,59,1,8,5,36
Yes,99,8,4,3,89
Yes,87,7,9,1,82
Yes,69,3,8,6,51
Yes,83,6,7,1,75
No,48,9,7,6,44
Yes,84,7,7,6,72
No,88,3,6,0,66
No,56,6,5,9,41
Yes,75,4,8,9,59
Yes,53,3,5,2,31
Yes,58,9,4,2,54
Yes,46,2,4,5,23
Yes,98,1,8,2,75
No,42,2,7,8,21
Yes,72,7,9,4,69
No,83,1,4,5,56
Yes,71,6,5,5,60
No,86,7,5,7,79
No,50,9,9,9,47
No,81,8,6,2,72
Yes,41,6,7,8,31
Yes,65,3,6,6,45
Yes,43,8,8,5,40
No,56,7,4,0,46
No,56,3,9,3,38
Yes,67,9,9,4,64
Yes,69,2,9,1,46
No,79,3,6,0,58
No,62,2,6,1,37
Yes,85,1,8,7,62
Yes,63,4,5,9,49
Yes,68,5,5,5,53
No,43,6,8,9,30
No,77,5,9,1,59
Yes,68,1,5,8,40
Yes,58,3,8,7,37
Yes,66,1,5,3,41
Yes,68,5,8,9,56
Yes,95,5,5,6,81
No,75,6,9,2,66
Yes,74,8,6,5,71
No,91,1,6,2,64
No,45,4,9,9,31
No,98,1,5,2,72
No,62,9,9,8,57
No,78,7,8,5,67
No,85,7,6,7,76
No,83,5,4,3,68
No,87,7,5,3,78
Yes,91,2,4,7,68
Yes,47,4,4,6,25
Yes,94,7,7,4,86
Yes,41,3,4,1,15
Yes,52,2,4,5,28
No,79,2,9,0,58
No,96,1,7,6,72
No,60,5,7,8,45
No,70,6,7,4,59
No,91,6,8,4,78
Yes,87,9,7,6,84
Yes,75,4,9,4,56
No,87,1,8,9,62
Yes,91,6,5,3,78
Yes,77,5,8,0,62
Yes,66,6,5,5,54
Yes,75,3,7,8,57
Yes,87,2,7,3,61
No,62,6,5,9,49
Yes,94,1,6,3,71
Yes,60,7,9,4,55
No,52,7,8,5,44
No,76,7,9,2,68
No,86,1,9,8,60
No,65,4,4,0,45
No,79,7,7,5,72
No,46,9,8,5,41
No,85,5,9,7,73
No,78,2,8,4,57
Yes,61,7,9,8,55
No,78,1,7,8,53
No,62,7,9,1,53
Yes,97,6,5,4,87
No,69,7,7,6,61
No,57,3,8,1,38
No,81,3,6,6,60
No,57,7,9,8,49
Yes,85,2,5,7,64
Yes,49,1,7,9,23
No,78,9,4,8,72
Yes,69,9,7,3,71
Yes,65,7,8,7,59
Yes,46,7,8,8,38
Yes,46,3,4,9,24
Yes,44,2,5,1,18
Yes,40,7,8,9,33
No,85,9,5,2,81
No,57,1,5,0,30
Yes,52,4,7,0,32
Yes,64,6,5,9,50
Yes,79,7,9,5,73
No,47,7,8,0,38
No,49,2,8,4,28
No,71,4,6,5,57
No,56,5,5,8,41
No,77,1,6,5,52
No,54,1,7,3,26
Yes,54,3,6,0,28
No,96,3,5,5,74
No,87,8,8,6,81
No,79,9,7,4,81
Yes,90,1,5,5,61
No,59,2,7,9,38
Yes,54,2,4,7,29
Yes,74,4,5,0,57
No,45,2,4,7,21
No,69,7,6,1,57
No,96,9,5,1,94
Yes,47,7,4,7,39
No,70,6,9,1,59
Yes,87,1,8,7,64
Yes,86,9,6,4,83
No,71,5,5,8,53
No,84,5,5,8,70
No,97,6,8,7,92
Yes,91,9,8,8,92
No,54,8,4,6,47
Yes,57,8,4,7,51
No,52,8,4,5,45
Yes,63,1,7,8,34
No,79,1,6,1,50
No,53,8,5,2,45
Yes,67,5,6,1,54
Yes,50,9,8,5,52
No,45,2,9,2,20
Yes,95,9,6,0,93
Yes,64,8,6,3,53
Yes,40,9,4,4,35
Yes,64,4,8,3,48
No,41,1,6,5,18
Yes,71,1,5,2,43
No,52,5,4,9,36
No,72,2,6,5,51
No,71,8,8,9,65
Yes,95,5,9,0,81
No,63,5,5,5,45
No,66,2,9,7,46
No,43,7,8,9,32
No,63,8,8,7,60
No,62,1,8,0,33
Yes,68,2,9,6,45
No,73,4,7,9,54
Yes,60,5,5,9,46
No,69,2,8,3,49
No,65,1,7,5,38
Yes,59,9,4,5,53
Yes,55,1,7,4,30
No,42,4,4,9,24
No,88,2,9,8,69
No,76,4,7,9,57
No,97,8,9,7,94
No,79,8,8,5,77
Yes,83,9,7,3,79
No,64,5,7,3,50
No,62,7,8,8,52
Yes,83,3,4,3,64
Yes,98,4,8,6,86
No,40,9,5,5,33
Yes,72,1,7,1,47
Yes,54,2,5,4,31
Yes,56,5,8,2,42
No,73,3,9,8,54
No,56,2,8,9,33
No,91,1,6,0,61
Yes,97,3,5,9,78
No,80,1,6,3,55
No,83,1,5,3,59
Yes,43,1,9,8,20
No,52,8,6,0,43
Yes,43,3,6,1,19
Yes,46,1,5,0,17
Yes,85,7,8,0,73
Yes,98,3,4,0,72
No,48,8,8,2,39
No,62,4,4,3,44
No,72,4,5,9,52
Yes,72,5,7,1,58
No,59,6,8,0,45
No,43,7,6,4,36
Yes,40,4,8,5,22
Yes,93,8,5,1,86
No,81,6,7,2,68
Yes,73,1,7,9,47
No,66,1,8,2,40
Yes,60,9,8,1,58
Yes,63,6,9,3,53
No,54,8,8,4,46
Yes,74,7,5,7,66
Yes,64,6,4,5,49
Yes,94,4,9,8,77
No,48,7,4,2,36
No,56,9,6,9,55
No,60,7,5,8,49
Yes,99,1,9,3,76
Yes,52,9,7,7,45
Yes,42,4,9,9,28
Yes,43,3,6,6,25
No,43,4,7,6,27
No,82,4,9,8,67
Yes,67,2,7,9,44
No,46,1,8,1,18
No,65,1,7,4,37
No,50,8,9,2,43
Yes,63,2,7,6,43
No,82,5,5,2,66
No,49,4,8,4,34
No,76,8,8,4,77
No,52,2,6,1,31
No,83,9,8,0,80
Yes,81,7,4,5,71
No,78,7,5,0,69
No,58,1,6,8,34
Yes,90,2,4,9,69
No,58,4,7,4,44
Yes,51,4,4,0,30
Yes,91,3,6,7,73
Yes,61,7,8,0,52
Yes,86,8,5,3,81
No,76,2,6,6,52
No,95,4,4,3,77
Yes,69,3,4,4,44
No,85,2,6,6,62
Yes,51,6,9,3,44
No,68,4,9,4,51
No,60,6,6,6,48
Yes,50,2,9,0,30
No,99,4,6,2,82
Yes,76,6,8,0,61
No,87,5,6,2,72
No,97,3,7,1,78
No,57,8,5,4,53
Yes,83,7,5,9,78
Yes,98,3,7,4,79
Yes,66,6,4,9,56
No,76,4,4,8,58
Yes,87,5,4,7,72
Yes,51,5,4,2,37
Yes,62,7,8,0,56
No,73,5,7,4,59
No,77,3,5,2,54
No,62,5,7,4,47
No,92,7,5,8,84
Yes,64,5,4,0,50
No,43,5,8,0,27
Yes,69,9,6,8,67
No,69,3,6,2,48
Yes,52,6,9,9,42
Yes,81,1,4,4,55
No,88,5,4,8,73
Yes,53,8,7,4,46
Yes,95,5,8,2,81
Yes,86,9,8,8,82
Yes,47,6,7,6,35
No,94,8,8,6,92
No,63,8,8,7,59
Yes,57,3,6,4,35
No,74,7,8,1,65
Yes,64,7,4,8,53
Yes,56,6,6,2,45
No,71,7,4,1,61
Yes,95,2,4,9,74
No,63,9,7,9,60
Yes,46,1,9,4,23
No,52,1,8,7,25
No,66,3,8,2,45
Yes,87,3,8,5,68
No,44,1,8,8,21
Yes,75,7,6,1,65
No,65,4,5,7,45
Yes,81,2,4,9,58
No,84,5,9,6,76
No,70,6,9,2,57
No,49,9,5,0,46
Yes,85,4,5,5,68
No,65,2,5,1,40
Yes,61,5,6,2,45
No,51,3,5,4,31
No,71,2,6,7,50
Yes,66,1,7,1,43
No,72,2,7,5,50
Yes,92,6,9,0,80
Yes,91,8,7,6,90
Yes,59,3,6,3,38
Yes,78,9,6,0,73
Yes,80,9,4,8,78
No,79,2,5,8,54
Yes,98,8,8,2,92
No,52,5,8,5,39
Yes,53,4,5,6,41
Yes,83,5,8,3,71
No,79,4,8,5,65
No,92,8,8,8,87
Yes,61,4,9,9,47
Yes,57,6,6,5,42
No,87,2,6,6,62
No,68,5,6,5,54
Yes,82,6,5,6,71
Yes,55,5,7,0,42
Yes,85,2,9,5,64
No,74,7,9,8,70
Yes,92,4,8,2,77
No,73,8,4,5,62
No,42,7,6,3,28
Yes,43,7,9,6,36
Yes,93,9,9,6,92
No,44,1,4,8,18
Yes,49,6,8,3,37
Yes,91,6,9,7,81
No,68,6,9,7,57
Yes,71,6,7,7,61
No,70,7,4,7,62
No,41,6,8,5,27
Yes,51,1,8,7,26
No,66,3,6,5,48
No,44,2,7,9,18
Yes,76,6,8,1,66
No,66,8,7,2,59
Yes,62,3,6,5,41
No,72,8,4,6,64
No,43,8,9,3,40
No,98,5,9,0,84
No,60,8,5,3,51
No,63,6,5,5,49
No,83,5,5,7,67
No,70,9,9,3,70
Yes,83,7,7,9,75
No,87,8,5,0,80
Yes,63,1,4,4,35
No,88,2,8,6,65
No,92,8,7,5,86
Yes,49,9,9,2,45
Yes,88,4,4,6,69
Yes,88,9,9,3,86
No,89,4,7,4,75
Yes,41,9,7,6,39
No,70,7,7,1,59
No,64,2,6,3,42
Yes,43,9,8,3,42
No,90,4,5,5,70
Yes,50,8,6,6,48
Yes,56,7,8,3,49
Yes,83,7,9,9,78
Yes,41,8,5,0,34
No,45,1,6,0,18
No,48,5,6,4,33
Yes,44,2,4,0,20
Yes,59,2,6,2,35
No,68,1,7,8,46
No,60,5,9,2,42
Yes,48,2,6,2,23
No,67,4,7,8,51
No,94,3,8,4,75
No,47,3,8,7,27
No,70,2,7,9,48
Yes,59,6,4,8,45
No,66,2,4,5,40
Yes,47,8,8,6,42
Yes,93,8,9,6,90
Yes,60,5,6,6,45
No,67,7,8,3,55
No,62,4,8,1,45
Yes,45,1,7,1,20
No,42,2,4,6,15
Yes,44,4,9,9,28
Yes,48,1,7,6,25
No,46,8,8,9,39
No,99,9,5,6,96
No,43,4,6,7,24
Yes,78,3,8,2,63
Yes,44,2,7,4,19
No,50,5,5,5,31
Yes,54,3,5,7,35
Yes,73,7,8,7,65
Yes,52,6,9,9,41
No,93,1,4,2,65
No,87,8,5,3,83
No,46,2,6,5,22
Yes,79,5,7,3,68
No,45,9,7,9,40
Yes,95,8,7,3,92
Yes,78,2,8,4,54
Yes,89,9,7,9,90
No,69,5,7,6,57
Yes,61,6,6,1,47
No,64,3,4,1,43
Yes,67,3,9,9,50
No,93,8,8,8,91
No,59,2,8,3,34
No,78,2,7,4,54
No,42,5,6,2,26
No,44,6,5,1,34
No,40,2,7,9,18
No,54,5,7,7,38
No,65,7,8,3,57
Yes,42,8,8,0,34
Yes,79,7,7,5,68
Yes,96,8,8,5,92
Yes,80,9,6,1,77
Yes,86,5,5,1,71
No,81,5,5,7,67
No,73,4,5,6,59
No,91,9,7,1,91
No,44,5,9,9,29
No,70,2,7,0,48
Yes,90,8,7,7,90
Yes,52,7,6,9,48
No,82,8,5,1,77
Yes,40,3,8,4,20
Yes,61,4,8,5,42
No,54,5,4,9,37
No,65,6,4,0,52
Yes,57,1,9,1,33
Yes,87,4,8,9,72
No,48,5,5,3,34
Yes,40,7,7,1,33
No,82,5,8,5,71
Yes,48,1,9,3,25
Yes,62,7,9,2,55
No,82,8,8,5,76
Yes,84,7,4,8,76
No,97,4,5,7,81
Yes,41,8,8,1,35
Yes,53,5,7,2,35
No,77,9,7,1,74
Yes,79,5,6,9,66
No,57,1,7,6,31
No,55,9,8,8,54
Yes,92,5,8,0,79
No,68,6,7,2,58
No,83,4,4,5,66
No,50,6,5,3,36
Yes,45,8,9,9,44
No,42,3,8,9,26
No,53,5,7,0,37
Yes,99,2,9,8,82
No,41,2,7,6,18
No,71,7,8,6,66
No,70,6,6,0,60
Yes,50,4,5,8,32
Yes,61,5,8,7,51
Yes,42,1,9,9,18
Yes,89,7,7,4,82
Yes,70,8,6,3,66
Yes,72,9,8,0,69
No,63,8,5,8,59
Yes,40,5,6,7,26
Yes,83,3,9,1,63
Yes,54,9,7,3,52
Yes,76,6,4,3,66
No,66,5,5,6,51
No,77,3,6,2,54
Yes,87,6,8,7,77
No,66,3,8,6,45
Yes,83,6,6,9,77
No,51,4,8,3,32
Yes,42,2,6,8,15
Yes,69,8,5,5,62
Yes,71,4,8,2,55
Yes,62,9,5,6,59
No,41,7,7,5,32
Yes,46,2,7,7,21
No,73,4,7,4,56
No,71,5,7,5,55
No,92,3,8,0,74
Yes,78,9,6,7,74
No,71,5,8,0,56
No,82,2,9,2,58
No,82,3,8,1,64
Yes,53,9,5,5,49
No,42,7,6,7,31
Yes,85,2,4,7,64
No,71,9,4,6,63
No,82,4,6,6,66
Yes,75,9,4,7,73
Yes,56,2,6,4,38
No,87,4,5,2,70
Yes,42,5,5,1,27
No,96,2,8,2,72
No,49,1,4,2,21
Yes,92,7,6,6,85
Yes,86,1,5,0,62
Yes,79,8,8,6,73
No,57,3,4,5,32
No,42,6,4,9,30
No,78,7,4,1,64
Yes,49,1,5,9,25
Yes,91,6,5,0,82
Yes,48,7,4,8,41
No,85,6,5,1,71
Yes,94,4,4,3,79
Yes,85,1,7,8,59
No,50,9,5,8,45
Yes,99,4,6,0,84
Yes,72,7,5,1,62
No,75,7,4,1,65
No,65,2,6,1,43
No,66,1,8,7,39
No,77,8,6,7,70
No,61,8,6,9,54
No,65,7,5,7,55
Yes,61,8,9,3,55
Yes,44,3,6,7,25
No,74,2,6,6,52
No,41,7,4,7,31
Yes,74,8,5,0,68
No,48,1,4,2,19
No,90,9,5,9,87
Yes,90,4,8,5,71
Yes,88,4,9,0,74
No,57,3,6,3,35
No,82,6,5,8,69
Yes,51,1,6,6,24
No,42,6,6,0,29
Yes,57,2,7,5,34
Yes,95,9,4,5,93
No,77,2,9,1,52
Yes,46,7,5,5,37
Yes,72,1,8,9,49
Yes,45,7,9,1,38
No,57,5,7,7,44
No,84,8,4,6,75
No,61,4,8,5,44
Yes,90,7,8,9,84
Yes,78,6,6,5,65
No,90,5,4,8,75
Yes,48,4,7,8,29
Yes,74,7,5,9,67
No,62,5,5,9,50
Yes,51,5,7,1,38
Yes,91,1,6,2,66
Yes,63,2,6,9,42
Yes,89,5,8,6,76
Yes,79,3,4,9,64
Yes,48,2,8,8,26
No,52,4,5,5,31
No,79,4,7,0,63
Yes,93,4,4,6,77
No,81,4,7,0,61
No,56,3,4,4,33
No,46,7,9,8,39
Yes,56,9,5,9,52
No,94,5,5,9,82
Yes,89,4,9,8,73
No,63,2,4,0,37
No,41,2,6,5,16
Yes,74,5,4,2,59
No,67,7,5,8,59
Yes,58,9,7,2,56
No,72,7,8,1,59
No,60,5,7,7,46
No,92,6,5,2,80
No,49,3,7,4,30
Yes,92,5,6,5,78
Yes,85,8,6,9,81
No,84,1,4,9,57
Yes,48,1,7,0,24
No,77,7,7,6,66
Yes,45,5,5,6,31
Yes,90,5,4,4,73
Yes,92,1,4,8,66
No,81,9,7,1,78
Yes,94,1,8,4,66
Yes,74,5,7,1,57
No,57,9,7,1,50
No,92,4,7,8,77
No,58,8,6,6,54
Yes,44,6,9,3,30
Yes,64,3,4,7,43
Yes,50,4,9,3,34
Yes,49,2,6,0,26
Yes,56,1,8,9,36
Yes,75,8,5,2,69
No,65,1,8,9,39
Yes,70,1,4,0,44
Yes,71,4,5,1,56
Yes,60,6,9,1,47
No,57,9,8,6,56
Yes,99,1,4,3,73
No,57,7,8,9,48
Yes,40,5,5,8,24
No,53,8,5,1,49
No,47,7,8,8,41
No,41,4,6,5,24
Yes,90,4,8,9,72
No,54,6,9,7,45
Yes,99,6,8,6,92
No,73,9,8,7,68
Yes,75,5,6,8,62
No,40,8,7,7,36
No,90,5,5,5,77
Yes,60,2,9,7,40
No,81,6,4,7,69
Yes,40,9,5,1,38
No,71,3,5,1,50
No,59,1,7,0,33
Yes,93,1,5,9,69
Yes,86,3,5,1,63
Yes,75,5,6,6,59
No,78,3,6,2,54
Yes,69,9,6,3,65
Yes,46,8,6,3,41
No,61,3,6,3,41
Yes,96,9,9,1,94
Yes,89,6,4,5,80
No,84,7,7,0,74
No,49,4,8,4,33
No,95,4,9,1,78
No,47,2,6,8,21
No,66,5,7,1,49
Yes,49,8,8,5,43
No,53,7,5,3,40
No,85,7,9,5,77
No,98,6,5,1,84
Yes,91,3,7,1,74
Yes,93,5,4,6,78
Yes,50,1,4,2,21
Yes,45,7,7,2,34
No,60,9,4,6,54
No,72,1,4,7,47
No,58,2,5,6,36
Yes,78,3,4,2,53
No,63,3,4,2,45
Yes,57,8,7,6,52
Yes,74,7,4,2,66
Yes,91,6,9,1,79
No,82,4,6,6,63
No,76,9,6,2,72
No,58,1,7,4,33
No,92,2,6,6,70
Yes,63,4,5,1,47
No,95,3,9,7,73
Yes,73,1,9,1,50
Yes,61,5,7,3,48
Yes,43,7,4,3,33
Yes,96,2,6,7,72
Yes,49,5,5,0,31
Yes,41,6,7,8,32
Yes,47,7,7,5,34
No,72,1,4,3,41
No,98,7,8,5,91
Yes,77,4,6,5,61
No,82,8,5,8,75
No,98,4,7,3,80
No,67,6,6,7,57
No,49,9,5,0,46
Yes,84,5,9,5,71
No,40,4,9,4,21
Yes,73,8,5,2,69
Yes,42,9,9,3,37
No,48,4,7,7,32
No,44,3,6,9,26
Yes,81,8,5,1,74
Yes,49,5,7,7,34
No,51,2,6,6,24
No,57,9,6,0,53
Yes,97,3,7,1,74
No,60,2,6,6,37
Yes,60,1,8,2,31
Yes,40,8,5,1,29
Yes,42,3,5,0,21
Yes,44,7,6,6,37
No,64,1,7,2,37
Yes,97,1,4,5,73
Yes,88,9,9,9,87
No,47,8,6,7,45
No,56,3,4,5,32
Yes,48,6,6,6,35
No,71,3,4,5,52
No,45,4,6,6,27
Yes,88,1,7,4,65
No,79,5,9,8,64
No,60,1,4,2,30
No,46,1,8,5,22
No,46,7,7,8,35
No,86,6,9,0,72
Yes,78,2,6,4,55
No,93,2,4,3,71
Yes,66,7,9,8,60
Yes,47,1,5,0,19
No,48,2,7,3,25
No,67,8,4,0,55
No,54,6,7,2,41
No,41,2,4,3,17
No,46,7,5,0,36
No,86,4,8,4,71
No,57,2,5,5,35
No,61,6,6,0,48
No,89,9,7,9,82
No,49,9,8,9,48
No,93,8,7,3,86
No,89,3,9,3,69
Yes,72,3,4,0,50
No,46,2,6,1,22
Yes,42,5,6,9,25
Yes,53,4,7,4,33
No,83,7,6,1,71
Yes,85,4,7,2,70
No,75,9,4,8,71
No,52,2,4,4,28
Yes,55,6,7,0,44
No,55,7,5,4,46
Yes,93,4,5,2,76
Yes,44,6,4,0,29
No,91,7,8,2,84
Yes,64,4,5,5,47
Yes,77,8,7,9,70
No,77,9,4,4,73
Yes,89,1,6,0,63
No,77,7,6,1,68
No,78,9,5,4,74
No,95,5,8,8,82
No,95,2,9,4,77
Yes,87,6,5,4,77
No,80,7,8,0,71
Yes,65,2,5,4,39
Yes,98,2,6,7,77
No,52,1,8,8,25
No,83,4,6,9,63
No,90,7,7,2,80
Yes,65,9,7,3,62
No,94,3,4,6,75
Yes,94,7,6,6,88
No,40,7,6,0,31
No,47,7,4,5,36
Yes,43,2,7,8,21
Yes,60,6,7,4,50
No,61,2,8,7,40
No,90,6,8,9,81
No,92,3,9,8,75
Yes,97,2,7,9,76
No,76,6,9,9,66
No,88,2,5,2,59
Yes,42,5,6,0,26
No,58,2,8,1,33
Yes,40,3,5,4,19
Yes,68,3,8,9,49
No,62,6,4,6,50
No,72,6,6,5,56
Yes,94,3,9,3,74
Yes,91,3,9,8,72
No,80,1,8,3,53
Yes,62,7,7,2,60
Yes,44,8,9,4,35
No,46,2,4,3,22
Yes,96,4,4,1,80
Yes,97,7,7,2,88
Yes,45,8,4,6,39
Yes,88,1,6,1,63
Yes,61,4,8,0,44
Yes,88,6,4,1,72
No,52,3,6,7,33
No,51,5,7,7,39
No,43,9,8,9,45
No,47,3,7,1,23
Yes,76,5,8,5,63
No,70,8,4,6,63
Yes,76,6,4,0,63
No,84,4,8,6,64
Yes,65,8,6,7,62
No,82,3,6,8,64
Yes,47,3,6,7,28
No,79,4,5,2,60
No,72,9,9,7,70
No,84,5,9,2,70
No,68,8,9,5,60
No,44,6,6,3,33
Yes,67,3,4,6,46
No,92,8,5,7,88
Yes,79,9,6,9,78
No,56,8,4,5,47
No,94,4,5,9,75
No,62,6,4,3,51
Yes,84,1,8,7,61
No,48,4,4,6,29
No,41,8,5,9,36
Yes,71,1,6,7,44
Yes,90,3,9,9,75
Yes,91,1,5,6,63
Yes,88,9,6,2,85
No,70,2,6,2,46
Yes,46,9,7,8,44
Yes,69,4,8,6,55
No,97,2,7,0,76
Yes,42,4,9,2,25
Yes,90,6,5,0,74
Yes,90,7,7,5,79
No,95,3,9,1,75
Yes,48,3,6,6,28
Yes,49,8,5,7,44
Yes,85,5,7,5,72
No,89,4,4,4,72
No,97,7,9,9,94
Yes,86,7,9,3,79
No,65,9,8,8,64
Yes,40,9,4,7,35
No,69,5,5,4,54
No,96,8,7,0,90
Yes,77,1,6,7,52
Yes,54,9,7,7,50
Yes,64,8,5,6,58
No,45,6,5,6,33
Yes,57,3,5,7,38
No,40,3,5,0,17
No,95,8,9,2,90
Yes,42,5,7,3,32
No,56,7,4,5,46
No,87,5,6,9,76
Yes,47,8,6,9,45
No,99,4,8,8,81
No,88,2,9,3,66
Yes,79,3,5,5,59
Yes,56,8,5,8,54
Yes,64,7,5,8,59
No,80,2,9,5,55
No,51,6,4,4,36
No,68,9,5,2,66
Yes,64,4,8,4,47
No,90,9,8,2,89
No,75,2,4,4,50
No,92,2,9,9,69
Yes,93,9,5,9,94
Yes,64,7,7,0,54
Yes,68,7,7,5,60
No,50,1,6,6,22
No,99,6,4,1,84
Yes,43,7,7,2,34
Yes,53,6,6,9,40
No,85,6,8,8,78
Yes,77,2,6,7,56
No,56,6,5,3,45
Yes,41,4,5,7,23
Yes,47,9,8,7,45
Yes,75,1,4,5,50
No,49,8,9,0,37
Yes,46,5,5,1,29
No,75,1,5,3,44
Yes,55,4,6,3,38
Yes,53,1,6,1,24
No,55,6,6,8,43
No,64,2,7,1,39
Yes,80,5,8,5,70
No,43,7,4,4,37
Yes,68,2,6,3,47
No,95,6,4,5,85
No,45,6,6,3,32
Yes,40,5,5,8,24
Yes,78,5,4,9,60
No,40,3,7,6,20
No,90,2,6,2,66
Yes,79,7,9,9,74
No,96,1,8,3,70
No,42,6,5,0,25
No,40,6,6,5,25
No,40,3,4,1,20
Yes,78,2,6,3,59
Yes,60,2,5,4,33
No,84,9,8,7,81
No,69,5,8,2,51
Yes,71,7,8,5,64
No,72,5,9,0,58
No,87,7,5,8,78
No,61,4,9,0,43
No,69,8,9,1,64
No,93,7,6,0,85
Yes,85,5,5,7,73
No,43,6,5,3,32
No,62,5,6,1,46
No,94,7,7,6,85
Yes,83,2,9,7,64
No,64,5,8,8,50
No,51,3,4,4,29
Yes,56,9,9,2,53
Yes,92,6,4,0,83
Yes,54,3,6,7,36
Yes,49,7,4,5,37
No,74,4,7,4,57
No,94,3,5,6,75
No,91,8,8,4,84
Yes,91,4,4,3,74
No,68,1,4,4,40
Yes,51,6,6,6,37
Yes,40,1,6,5,11
No,40,5,5,9,28
Yes,49,7,8,9,40
Yes,57,6,4,8,47
No,86,2,5,9,65
No,41,4,8,1,22
Yes,88,2,5,6,66
No,47,1,4,0,19
No,61,3,6,7,43
Yes,61,3,6,3,41
Yes,65,7,6,7,56
No,65,1,7,7,42
No,48,9,5,3,45
Yes,60,6,4,3,46
No,70,4,5,4,51
Yes,91,3,6,6,74
Yes,82,3,9,5,67
No,45,2,9,0,21
No,95,2,5,5,73
No,53,5,8,2,39
No,72,9,9,8,69
No,46,2,9,2,24
Yes,63,2,5,8,36
No,48,6,7,4,38
Yes,50,2,7,9,29
No,95,4,6,7,72
Yes,62,6,4,8,48
No,87,5,8,8,71
No,90,1,4,6,61
Yes,41,6,4,9,29
No,54,1,8,0,31
No,74,3,7,7,56
Yes,75,5,9,6,62
Yes,91,5,6,3,78
Yes,93,6,5,5,83
No,67,8,7,9,65
Yes,78,5,6,1,65
Yes,83,1,9,3,59
No,43,5,7,7,26
No,49,3,8,3,32
No,45,4,4,9,27
No,96,8,8,3,89
No,69,7,9,3,57
No,93,5,5,9,77
Yes,85,2,8,8,65
Yes,74,6,9,1,63
No,88,6,4,6,78
Yes,82,6,7,2,74
Yes,49,9,6,3,41
Yes,97,8,9,0,90
Yes,92,8,9,2,88
No,71,1,5,1,47
No,81,5,7,9,66
Yes,81,7,9,6,75
No,42,6,9,5,29
Yes,95,5,6,0,80
Yes,65,8,4,7,59
No,54,3,8,8,34
Yes,56,6,7,0,47
No,66,5,6,4,53
No,57,8,6,6,50
No,90,4,8,1,72
No,58,8,7,5,54
No,51,2,7,7,28
No,63,9,4,7,59
No,44,9,7,9,40
No,63,6,9,9,55
No,66,4,8,7,49
Yes,87,4,7,5,70
No,69,6,4,5,57
Yes,54,5,6,2,39
No,86,6,9,1,75
Yes,98,7,7,4,87
No,77,7,8,8,70
No,83,9,7,3,76
No,73,8,5,4,68
Yes,66,6,4,5,53
Yes,59,6,6,5,48
No,80,5,5,3,63
Yes,71,1,8,3,47
No,43,9,7,7,38
Yes,44,9,4,4,43
Yes,92,9,9,4,90
Yes,97,8,7,8,95
No,47,3,7,3,24
Yes,61,1,7,6,35
Yes,81,8,9,4,75
No,46,7,7,8,37
No,61,5,4,7,46
Yes,85,7,9,7,80
Yes,69,4,9,9,55
No,76,9,5,9,71
No,55,2,8,2,32
No,54,9,9,8,51
No,44,9,5,7,43
No,42,5,4,2,23
Yes,62,1,8,9,37
No,49,7,9,0,40
No,44,4,6,4,24
Yes,62,9,5,3,60
No,54,6,4,7,44
No,57,3,4,5,34
No,64,6,4,9,51
Yes,47,6,8,4,39
No,70,5,7,8,57
No,60,2,6,5,36
No,41,2,8,2,16
No,61,7,8,5,52
Yes,47,2,9,3,25
Yes,62,6,5,4,51
No,71,5,6,5,56
No,47,4,4,8,27
No,43,7,8,2,33
No,69,8,6,0,60
No,58,4,5,1,39
No,62,1,7,7,41
No,57,1,6,3,35
Yes,92,1,4,6,67
No,68,1,8,1,39
Yes,62,5,7,9,51
Yes,72,4,5,7,56
No,91,9,4,9,93
Yes,86,3,7,8,68
Yes,57,7,9,6,49
Yes,93,8,9,9,88
No,83,6,5,0,72
Yes,72,1,4,1,44
Yes,46,8,8,8,41
No,90,3,5,9,69
No,67,8,7,6,66
Yes,40,4,4,2,20
No,95,8,9,4,92
No,78,1,9,0,53
Yes,73,3,6,9,50
Yes,78,6,4,2,70
Yes,58,9,7,3,51
No,70,2,7,3,45
Yes,52,1,6,6,25
Yes,96,3,7,4,75
No,63,4,4,8,45
No,44,5,9,6,29
No,62,3,5,1,43
No,58,2,9,7,38
Yes,40,2,9,1,16
Yes,72,7,4,6,61
Yes,98,9,7,4,95
No,89,2,6,9,65
Yes,95,7,6,5,85
No,72,7,8,3,66
No,71,7,6,4,61
No,98,3,6,4,79
Yes,67,7,7,6,59
No,76,1,5,3,52
Yes,80,1,5,4,56
Yes,51,5,7,3,37
Yes,48,2,6,3,29
No,89,9,4,7,84
Yes,94,7,9,4,87
Yes,50,4,9,8,36
No,72,4,5,4,56
Yes,58,2,7,7,34
No,93,5,4,2,77
Yes,96,4,6,6,80
No,81,1,7,0,59
No,73,8,5,4,68
